Unnamed: 0,abstract,articleType,article_links,category,content,download_link,header,pub_date,url,content_keywords
20,"A key strategy for agriculture to adapt to climate change is by switching crops and relocating crop production. We develop an approach to estimate the economic potential of crop reallocation using a Bayesian hierarchical model of yields. We apply the model to six crops in the United States, and show that it outperforms traditional empirical models under cross-validation. The fitted model parameters provide evidence of considerable existing climate adaptation across counties. If crop locations are held constant in the future, total agriculture profits for the six crops will drop by 31% for the temperature patterns of 2070 under RCP 8.5. When crop lands are reallocated to avoid yield decreases and take advantage of yield increases, half of these losses are avoided (16% loss), but 57% of counties are allocated crops different from those currently planted. Our results provide a framework for identifying crop adaptation opportunities, but suggest limits to their potential.",Journal Article,['https://www.nature.com/articles/s41467-020-18725-w'],agriculture,,https://static1.squarespace.com/static/585017d2bebafbe412f1a838/t/58fbc9ae17bffcd18b0bbba2/1492896181768/WD_master_170420+%281%29.pdf,Crop switching reduces agricultural losses from climate change in the United States by half under RCP 8.5,"Published October 5, 2020",https://impactlab.org/research/crop-switching-reduces-agricultural-losses-from-climate-change-in-the-united-states-by-half-under-rcp-8-5/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
21,,Report,[],agriculture,,http://www.gao.gov/assets/690/687466.pdf,Climate Change: Information on Potential Economic Effects Could Help Guide Federal Efforts to Reduce Fiscal Exposure,"Published October 24, 2017",https://impactlab.org/research/climate-change-information-potential-economic-effects-help-guide-federal-efforts-reduce-fiscal-exposure/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
22,"Estimates of climate change damage are central to the design of climate policies. Here, we develop a flexible architecture for computing damages that integrates climate science, econometric analyses, and process models. We use this approach to construct spatially explicit, probabilistic, and empirically derived estimates of economic damage in the United States from climate change. The combined value of market and nonmarket damage across analyzed sectors—agriculture, crime, coastal storms, energy, human mortality, and labor—increases quadratically in global mean temperature, costing roughly 1.2% of gross domestic product per +1°C on average. Importantly, risk is distributed unequally across locations, generating a large transfer of value northward and westward that increases economic inequality. By the late 21st century, the poorest third of counties are projected to experience damages between 2 and 20% of county income (90% chance) under business-as-usual emissions (Representative Concentration Pathway 8.5).",Journal Article,['http://science.sciencemag.org/cgi/content/full/356/6345/1362?ijkey=x3wZ8kcgtomUM&keytype=ref&siteid=sci'],agriculture,"


DATA DOWNLOAD
This data is provided for non-commercial research and educational purposes. 
County-level damages by sector (CSV) – This file contains median damages for each sector shown in Fig 2 of the main article (agriculture, mortality, energy, low-risk labor, high-risk labor, coastal damages, property crime, violent crime, total damages).  These impacts are the central estimate for average annual damage during 2080-2099 under a business-as-usual scenario (RCP8.5).
Total economic damages for each county by likelihood (CSV) – This file contains total damages for each county as a fraction of county income, similar to Fig 2I in the main article except, it also contains ranges of total damages likelihood intervals (as shown in Fig 5C in the main article) defined using the standards set by the IPCC. The file contains median estimates (50 percentile, figure below), as well as the likely range (17-83 percentiles, which is the 66% chance central interval), and the very likely range (5-95 percentiles, which is the 90% chance central interval). All values are percent of county income.

Total economic damages distributions for each income decile of counties (CSV) – This file contains descriptions of total damages for US counties grouped by their income decile (data used to make the figure below). For each decile, the file contains median estimates (50 percentile), as well as the likely range (17-83 percentiles, which is the 66% chance central interval), and the very likely range (5-95 percentiles, which is the 90% chance central interval).



",http://www.gao.gov/assets/690/687466.pdf,Estimating Economic Damage from Climate Change in the United States,"Published June 29, 2017",https://impactlab.org/research/estimating-economic-damage-from-climate-change-in-the-united-states/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
23,"For centuries, thinkers have considered whether and how climatic conditions—such as temperature, rainfall, and violent storms—influence the nature of societies and the performance of economies. A multidisciplinary renaissance of quantitative empirical research is illuminating important linkages in the coupled climate-human system. We highlight key methodological innovations and results describing effects of climate on health, economics, conflict, migration, and demographics. Because of persistent “adaptation gaps,” current climate conditions continue to play a substantial role in shaping modern society, and future climate changes will likely have additional impact. For example, we compute that temperature depresses current U.S. maize yields by ~48%, warming since 1980 elevated conflict risk in Africa by ~11%, and future warming may slow global economic growth rates by ~0.28 percentage points per year. In general, we estimate that the economic and social burden of current climates tends to be comparable in magnitude to the additional projected impact caused by future anthropogenic climate changes. Overall, findings from this literature point to climate as an important influence on the historical evolution of the global economy, they should inform how we respond to modern climatic conditions, and they can guide how we predict the consequences of future climate changes.",Journal Article,['http://science.sciencemag.org/content/353/6304/aad9837'],agriculture,,http://www.gao.gov/assets/690/687466.pdf,Social and economic impacts of climate,"Published September 12, 2016",https://impactlab.org/research/social-and-economic-impacts-of-climate/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
24,"Climate change threatens the economy of the United States in myriad ways, including increased flooding and storm damage, altered crop yields, lost labor productivity, higher crime, reshaped public-health patterns, and strained energy systems, among many other effects. Combining the latest climate models, state-of-the-art econometric research on human responses to climate, and cutting-edge private-sector risk-assessment tools, Economic Risks of Climate Change: An American Prospectus crafts a game-changing profile of the economic risks of climate change in the United States.",Report,['https://cup.columbia.edu/book/economic-risks-of-climate-change/9780231174565'],agriculture,"


This prospectus is based on a critically acclaimed independent assessment of the economic risks posed by climate change commissioned by the Risky Business Project. With new contributions from Karen Fisher-Vanden, Michael Greenstone, Geoffrey Heal, Michael Oppenheimer, and Nicholas Stern and Bob Ward, as well as a foreword from Risky Business cochairs Michael Bloomberg, Henry Paulson, and Thomas Steyer, the book speaks to scientists, researchers, scholars, activists, and policy makers. It depicts the distribution of escalating climate-change risk across the country and assesses its effects on aspects of the economy as varied as hurricane damages and violent crime. Beautifully illustrated and accessibly written, this book is an essential tool for helping businesses and governments prepare for the future.


",http://www.gao.gov/assets/690/687466.pdf,Economic Risks of Climate Change: An American Prospectus,"Published August 9, 2015",https://impactlab.org/research/climateprospectus/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
25,"The United States faces a range of economic risks from global climate change — from increased flooding and storm damage, to climate-driven changes in crop yields and labor productivity, to heat-related strains on energy and public health systems. The American Climate Prospectus (ACP) provides a groundbreaking new analysis of these and other climate risks by region of the country and sector of the economy. By linking state-of-the-art climate models with econometric research of human responses to climate variability and cutting edge private sector risk assessment tools, the ACP offers decision-makers a data driven assessment of the specific risks they face.",Report,[],agriculture,,https://impactlab.org/wp-content/uploads/2017/10/AmericanClimateProspectus_v1.2.pdf,American Climate Prospectus: Economic Risks in the United States,"Published October 20, 2014",https://impactlab.org/research/american-climate-prospectus/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
26,,Report,[],labour,,http://www.gao.gov/assets/690/687466.pdf,Climate Change: Information on Potential Economic Effects Could Help Guide Federal Efforts to Reduce Fiscal Exposure,"Published October 24, 2017",https://impactlab.org/research/climate-change-information-potential-economic-effects-help-guide-federal-efforts-reduce-fiscal-exposure/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
27,"Growing evidence demonstrates that climatic conditions can have a profound impact on the functioning of modern human societies, but effects on economic activity appear inconsistent. Fundamental productive elements of modern economies, such as workers and crops, exhibit highly non-linear responses to local temperature even in wealthy countries. In contrast, aggregate macroeconomic productivity of entire wealthy countries is reported not to respond to temperature , while poor countries respond only linearly. Resolving this conflict between micro and macro observations is critical to understanding the role of wealth in coupled human–natural systems and to anticipating the global impact of climate change. Here we unify these seemingly contradictory results by accounting for non-linearity at the macro scale. We show that overall economic productivity is nonlinear in temperature for all countries, with productivity peaking at an annual average temperature of 13C and declining strongly at higher temperatures. The relationship is globally generalizable, unchanged since 1960, and apparent for agricultural and non-agricultural activity in both rich and poor countries. These results provide the first evidence that economic activity in all regions is coupled to the global climate and establish a new empirical foundation for modelling economic loss in response to climate change, with important implications. If future adaptation mimics past adaptation, unmitigated warming is expected to reshape the global economy by reducing average global incomes roughly 23% by 2100 and widening global income inequality, relative to scenarios without climate change. In contrast to prior estimates, expected global losses are approximately linear in global mean temperature, with median losses many times larger than leading models indicate.",Journal Article,[],labour,,https://impactlab.org/wp-content/uploads/2017/09/Global-non-linear-effect-of-temperature-on-economic-production.pdf,Global Non-Linear Effect of Temperature on Economic Production,"Published September 12, 2015",https://impactlab.org/research/global-non-linear-effect-of-temperature-on-economic-production/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
28,"Estimates of climate change damage are central to the design of climate policies. Here, we develop a flexible architecture for computing damages that integrates climate science, econometric analyses, and process models. We use this approach to construct spatially explicit, probabilistic, and empirically derived estimates of economic damage in the United States from climate change. The combined value of market and nonmarket damage across analyzed sectors—agriculture, crime, coastal storms, energy, human mortality, and labor—increases quadratically in global mean temperature, costing roughly 1.2% of gross domestic product per +1°C on average. Importantly, risk is distributed unequally across locations, generating a large transfer of value northward and westward that increases economic inequality. By the late 21st century, the poorest third of counties are projected to experience damages between 2 and 20% of county income (90% chance) under business-as-usual emissions (Representative Concentration Pathway 8.5).",Journal Article,['http://science.sciencemag.org/cgi/content/full/356/6345/1362?ijkey=x3wZ8kcgtomUM&keytype=ref&siteid=sci'],labour,"


DATA DOWNLOAD
This data is provided for non-commercial research and educational purposes. 
County-level damages by sector (CSV) – This file contains median damages for each sector shown in Fig 2 of the main article (agriculture, mortality, energy, low-risk labor, high-risk labor, coastal damages, property crime, violent crime, total damages).  These impacts are the central estimate for average annual damage during 2080-2099 under a business-as-usual scenario (RCP8.5).
Total economic damages for each county by likelihood (CSV) – This file contains total damages for each county as a fraction of county income, similar to Fig 2I in the main article except, it also contains ranges of total damages likelihood intervals (as shown in Fig 5C in the main article) defined using the standards set by the IPCC. The file contains median estimates (50 percentile, figure below), as well as the likely range (17-83 percentiles, which is the 66% chance central interval), and the very likely range (5-95 percentiles, which is the 90% chance central interval). All values are percent of county income.

Total economic damages distributions for each income decile of counties (CSV) – This file contains descriptions of total damages for US counties grouped by their income decile (data used to make the figure below). For each decile, the file contains median estimates (50 percentile), as well as the likely range (17-83 percentiles, which is the 66% chance central interval), and the very likely range (5-95 percentiles, which is the 90% chance central interval).



",https://impactlab.org/wp-content/uploads/2017/09/Global-non-linear-effect-of-temperature-on-economic-production.pdf,Estimating Economic Damage from Climate Change in the United States,"Published June 29, 2017",https://impactlab.org/research/estimating-economic-damage-from-climate-change-in-the-united-states/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
29,"For centuries, thinkers have considered whether and how climatic conditions—such as temperature, rainfall, and violent storms—influence the nature of societies and the performance of economies. A multidisciplinary renaissance of quantitative empirical research is illuminating important linkages in the coupled climate-human system. We highlight key methodological innovations and results describing effects of climate on health, economics, conflict, migration, and demographics. Because of persistent “adaptation gaps,” current climate conditions continue to play a substantial role in shaping modern society, and future climate changes will likely have additional impact. For example, we compute that temperature depresses current U.S. maize yields by ~48%, warming since 1980 elevated conflict risk in Africa by ~11%, and future warming may slow global economic growth rates by ~0.28 percentage points per year. In general, we estimate that the economic and social burden of current climates tends to be comparable in magnitude to the additional projected impact caused by future anthropogenic climate changes. Overall, findings from this literature point to climate as an important influence on the historical evolution of the global economy, they should inform how we respond to modern climatic conditions, and they can guide how we predict the consequences of future climate changes.",Journal Article,['http://science.sciencemag.org/content/353/6304/aad9837'],labour,,https://impactlab.org/wp-content/uploads/2017/09/Global-non-linear-effect-of-temperature-on-economic-production.pdf,Social and economic impacts of climate,"Published September 12, 2016",https://impactlab.org/research/social-and-economic-impacts-of-climate/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
30,"Climate change threatens the economy of the United States in myriad ways, including increased flooding and storm damage, altered crop yields, lost labor productivity, higher crime, reshaped public-health patterns, and strained energy systems, among many other effects. Combining the latest climate models, state-of-the-art econometric research on human responses to climate, and cutting-edge private-sector risk-assessment tools, Economic Risks of Climate Change: An American Prospectus crafts a game-changing profile of the economic risks of climate change in the United States.",Report,['https://cup.columbia.edu/book/economic-risks-of-climate-change/9780231174565'],labour,"


This prospectus is based on a critically acclaimed independent assessment of the economic risks posed by climate change commissioned by the Risky Business Project. With new contributions from Karen Fisher-Vanden, Michael Greenstone, Geoffrey Heal, Michael Oppenheimer, and Nicholas Stern and Bob Ward, as well as a foreword from Risky Business cochairs Michael Bloomberg, Henry Paulson, and Thomas Steyer, the book speaks to scientists, researchers, scholars, activists, and policy makers. It depicts the distribution of escalating climate-change risk across the country and assesses its effects on aspects of the economy as varied as hurricane damages and violent crime. Beautifully illustrated and accessibly written, this book is an essential tool for helping businesses and governments prepare for the future.


",https://impactlab.org/wp-content/uploads/2017/09/Global-non-linear-effect-of-temperature-on-economic-production.pdf,Economic Risks of Climate Change: An American Prospectus,"Published August 9, 2015",https://impactlab.org/research/climateprospectus/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
31,"Electric utilities, system operators and regulators are charged with maintaining reliable delivery of affordable electricity to consumers. Prudent planning and investment on decadal timescales in the face of a variety of sources of uncertainty is the name of the game. Human-driven climate change poses a new layer of uncertainty in power system planning. Utilities that ignore potential climate change impacts could incur significant costs to themselves and their customers down the road. In this report, commissioned by the Department of Energy (DOE) and included in the latest installment of its Quadrennial Energy Review (QER), we assess the potential impact of climate change on the US electric power sector.",Report,[],energy,,https://impactlab.org/wp-content/uploads/2017/09/RHG_PowerSectorImpactsOfClimateChange_Jan2017.pdf,Assessing the Effect of Rising Temperatures: The Cost of Climate Change to the U.S. Power Sector,"Published January 19, 2017",https://impactlab.org/research/assessing-the-effect-of-rising-temperatures-the-cost-of-climate-change-to-the-u-s-power-sector/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
32,,Report,[],energy,,http://www.gao.gov/assets/690/687466.pdf,Climate Change: Information on Potential Economic Effects Could Help Guide Federal Efforts to Reduce Fiscal Exposure,"Published October 24, 2017",https://impactlab.org/research/climate-change-information-potential-economic-effects-help-guide-federal-efforts-reduce-fiscal-exposure/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
33,"Estimates of climate change damage are central to the design of climate policies. Here, we develop a flexible architecture for computing damages that integrates climate science, econometric analyses, and process models. We use this approach to construct spatially explicit, probabilistic, and empirically derived estimates of economic damage in the United States from climate change. The combined value of market and nonmarket damage across analyzed sectors—agriculture, crime, coastal storms, energy, human mortality, and labor—increases quadratically in global mean temperature, costing roughly 1.2% of gross domestic product per +1°C on average. Importantly, risk is distributed unequally across locations, generating a large transfer of value northward and westward that increases economic inequality. By the late 21st century, the poorest third of counties are projected to experience damages between 2 and 20% of county income (90% chance) under business-as-usual emissions (Representative Concentration Pathway 8.5).",Journal Article,['http://science.sciencemag.org/cgi/content/full/356/6345/1362?ijkey=x3wZ8kcgtomUM&keytype=ref&siteid=sci'],energy,"


DATA DOWNLOAD
This data is provided for non-commercial research and educational purposes. 
County-level damages by sector (CSV) – This file contains median damages for each sector shown in Fig 2 of the main article (agriculture, mortality, energy, low-risk labor, high-risk labor, coastal damages, property crime, violent crime, total damages).  These impacts are the central estimate for average annual damage during 2080-2099 under a business-as-usual scenario (RCP8.5).
Total economic damages for each county by likelihood (CSV) – This file contains total damages for each county as a fraction of county income, similar to Fig 2I in the main article except, it also contains ranges of total damages likelihood intervals (as shown in Fig 5C in the main article) defined using the standards set by the IPCC. The file contains median estimates (50 percentile, figure below), as well as the likely range (17-83 percentiles, which is the 66% chance central interval), and the very likely range (5-95 percentiles, which is the 90% chance central interval). All values are percent of county income.

Total economic damages distributions for each income decile of counties (CSV) – This file contains descriptions of total damages for US counties grouped by their income decile (data used to make the figure below). For each decile, the file contains median estimates (50 percentile), as well as the likely range (17-83 percentiles, which is the 66% chance central interval), and the very likely range (5-95 percentiles, which is the 90% chance central interval).



",http://www.gao.gov/assets/690/687466.pdf,Estimating Economic Damage from Climate Change in the United States,"Published June 29, 2017",https://impactlab.org/research/estimating-economic-damage-from-climate-change-in-the-united-states/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
34,"The United States faces a range of economic risks from global climate change — from increased flooding and storm damage, to climate-driven changes in crop yields and labor productivity, to heat-related strains on energy and public health systems. The American Climate Prospectus (ACP) provides a groundbreaking new analysis of these and other climate risks by region of the country and sector of the economy. By linking state-of-the-art climate models with econometric research of human responses to climate variability and cutting edge private sector risk assessment tools, the ACP offers decision-makers a data driven assessment of the specific risks they face.",Report,[],energy,,https://impactlab.org/wp-content/uploads/2017/10/AmericanClimateProspectus_v1.2.pdf,American Climate Prospectus: Economic Risks in the United States,"Published October 20, 2014",https://impactlab.org/research/american-climate-prospectus/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
35,"For centuries, thinkers have considered whether and how climatic conditions—such as temperature, rainfall, and violent storms—influence the nature of societies and the performance of economies. A multidisciplinary renaissance of quantitative empirical research is illuminating important linkages in the coupled climate-human system. We highlight key methodological innovations and results describing effects of climate on health, economics, conflict, migration, and demographics. Because of persistent “adaptation gaps,” current climate conditions continue to play a substantial role in shaping modern society, and future climate changes will likely have additional impact. For example, we compute that temperature depresses current U.S. maize yields by ~48%, warming since 1980 elevated conflict risk in Africa by ~11%, and future warming may slow global economic growth rates by ~0.28 percentage points per year. In general, we estimate that the economic and social burden of current climates tends to be comparable in magnitude to the additional projected impact caused by future anthropogenic climate changes. Overall, findings from this literature point to climate as an important influence on the historical evolution of the global economy, they should inform how we respond to modern climatic conditions, and they can guide how we predict the consequences of future climate changes.",Journal Article,['http://science.sciencemag.org/content/353/6304/aad9837'],energy,,https://impactlab.org/wp-content/uploads/2017/10/AmericanClimateProspectus_v1.2.pdf,Social and economic impacts of climate,"Published September 12, 2016",https://impactlab.org/research/social-and-economic-impacts-of-climate/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
36,"Linkages between climate and mental health are often theorized but remain poorly quantified. In particular, it is unknown whether the rate of suicide, a leading cause of death globally, is systematically affected by climatic conditions. Using comprehensive data from multiple decades for both the United States and Mexico, we find that suicide rates rise 0.7% in US counties and 2.1% in Mexican municipalities for a 1 °C increase in monthly average temperature. This effect is similar in hotter versus cooler regions and has not diminished over time, indicating limited historical adaptation. Analysis of depressive language in >600 million social media updates further suggests that mental well-being deteriorates during warmer periods. We project that unmitigated climate change (RCP8.5) could result in a combined 9–40 thousand additional suicides (95% confidence interval) across the United States and Mexico by 2050, representing a change in suicide rates comparable to the estimated impact of economic recessions, suicide prevention programmes or gun restriction laws.",Journal Article,"['https://doi.org/10.1038/s41558-018-0222-x', 'https://www.nature.com/articles/s41558-018-0222-x']",conflict,,https://impactlab.org/wp-content/uploads/2017/10/AmericanClimateProspectus_v1.2.pdf,Higher temperatures increase suicide rates in the United States and Mexico,"Published July 23, 2018",https://impactlab.org/research/higher-temperatures-increase-suicide-rates-in-the-united-states-and-mexico/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
37,"We review the emerging literature on climate and conflict. We consider multiple types of human conflict, including both interpersonal conflict, such as assault and murder, and intergroup conflict, including riots and civil war. We discuss key methodological issues in estimating causal relationships and largely focus on natural experiments that exploit variation in climate over time. Using a hierarchical meta-analysis that allows us to both estimate the mean effect and quantify the degree of variability across 55 studies, we find that deviations from moderate temperatures and precipitation patterns systematically increase conflict risk. Contemporaneous temperature has the largest average impact, with each 1 sd increase in temperature increasing interpersonal conflict by 2.4% and intergroup conflict by 11.3%. We conclude by highlighting research priorities, including a better understanding of the mechanisms linking climate to conflict, societies’ ability to adapt to climatic changes, and the likely impacts of future global warming.",Journal Article,[],conflict,,https://impactlab.org/wp-content/uploads/2017/09/Climate-and-Conflict.pdf,Climate and Conflict,"Published September 12, 2015",https://impactlab.org/research/climate-and-conflict/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
38,"Are violent conflict and socio-political stability associated with changes in climatological variables? We examine 50 rigorous quantitative studies on this question and find consistent support for a causal association between climatological changes and various conflict outcomes, at spatial scales ranging from individual buildings to the entire globe and at temporal scales ranging from an anomalous hour to an anomalous millennium. Multiple mechanisms that could explain this association have been proposed and are sometimes supported by findings, but the literature is currently unable to decisively exclude any proposed pathway. Several mechanisms likely contribute to the outcomes that we observe.",Journal Article,[],conflict,,https://impactlab.org/wp-content/uploads/2017/09/Climate2C-conflict2C-and-social-stability.pdf,"Climate, Conflict, and Social Stability: What Does the Evidence Say?","Published September 12, 2014",https://impactlab.org/research/climate-conflict-and-social-stability-what-does-the-evidence-say/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
39,"Estimates of climate change damage are central to the design of climate policies. Here, we develop a flexible architecture for computing damages that integrates climate science, econometric analyses, and process models. We use this approach to construct spatially explicit, probabilistic, and empirically derived estimates of economic damage in the United States from climate change. The combined value of market and nonmarket damage across analyzed sectors—agriculture, crime, coastal storms, energy, human mortality, and labor—increases quadratically in global mean temperature, costing roughly 1.2% of gross domestic product per +1°C on average. Importantly, risk is distributed unequally across locations, generating a large transfer of value northward and westward that increases economic inequality. By the late 21st century, the poorest third of counties are projected to experience damages between 2 and 20% of county income (90% chance) under business-as-usual emissions (Representative Concentration Pathway 8.5).",Journal Article,['http://science.sciencemag.org/cgi/content/full/356/6345/1362?ijkey=x3wZ8kcgtomUM&keytype=ref&siteid=sci'],conflict,"


DATA DOWNLOAD
This data is provided for non-commercial research and educational purposes. 
County-level damages by sector (CSV) – This file contains median damages for each sector shown in Fig 2 of the main article (agriculture, mortality, energy, low-risk labor, high-risk labor, coastal damages, property crime, violent crime, total damages).  These impacts are the central estimate for average annual damage during 2080-2099 under a business-as-usual scenario (RCP8.5).
Total economic damages for each county by likelihood (CSV) – This file contains total damages for each county as a fraction of county income, similar to Fig 2I in the main article except, it also contains ranges of total damages likelihood intervals (as shown in Fig 5C in the main article) defined using the standards set by the IPCC. The file contains median estimates (50 percentile, figure below), as well as the likely range (17-83 percentiles, which is the 66% chance central interval), and the very likely range (5-95 percentiles, which is the 90% chance central interval). All values are percent of county income.

Total economic damages distributions for each income decile of counties (CSV) – This file contains descriptions of total damages for US counties grouped by their income decile (data used to make the figure below). For each decile, the file contains median estimates (50 percentile), as well as the likely range (17-83 percentiles, which is the 66% chance central interval), and the very likely range (5-95 percentiles, which is the 90% chance central interval).



",https://impactlab.org/wp-content/uploads/2017/09/Climate2C-conflict2C-and-social-stability.pdf,Estimating Economic Damage from Climate Change in the United States,"Published June 29, 2017",https://impactlab.org/research/estimating-economic-damage-from-climate-change-in-the-united-states/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
40,"For centuries, thinkers have considered whether and how climatic conditions—such as temperature, rainfall, and violent storms—influence the nature of societies and the performance of economies. A multidisciplinary renaissance of quantitative empirical research is illuminating important linkages in the coupled climate-human system. We highlight key methodological innovations and results describing effects of climate on health, economics, conflict, migration, and demographics. Because of persistent “adaptation gaps,” current climate conditions continue to play a substantial role in shaping modern society, and future climate changes will likely have additional impact. For example, we compute that temperature depresses current U.S. maize yields by ~48%, warming since 1980 elevated conflict risk in Africa by ~11%, and future warming may slow global economic growth rates by ~0.28 percentage points per year. In general, we estimate that the economic and social burden of current climates tends to be comparable in magnitude to the additional projected impact caused by future anthropogenic climate changes. Overall, findings from this literature point to climate as an important influence on the historical evolution of the global economy, they should inform how we respond to modern climatic conditions, and they can guide how we predict the consequences of future climate changes.",Journal Article,['http://science.sciencemag.org/content/353/6304/aad9837'],conflict,,https://impactlab.org/wp-content/uploads/2017/09/Climate2C-conflict2C-and-social-stability.pdf,Social and economic impacts of climate,"Published September 12, 2016",https://impactlab.org/research/social-and-economic-impacts-of-climate/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
41,"The immediate physical damages caused by environmental disasters are conspicuous and often the focus of media and government attention. In contrast, the nature and magnitude of post-disaster losses remain largely unknown because they are not easily observable. Here we exploit annual variation in the incidence of typhoons (West-Pacific hurricanes) to identify post-disaster losses within Filipino households. We find that unearned income and excess infant mortality in the year after typhoon exposure outnumber immediate damages and death tolls roughly 15-to-1. Typhoons destroy durable assets and depress incomes, leading to broad expenditure reductions achieved in part through disinvestments in health and human capital. Infant mortality mirrors these economic responses, and additional findings – that only female infants are at risk, that sibling competition elevates risk, and that infants conceived after a typhoon are also at risk – indicate that this excess mortality results from household decisions made while coping with post-disaster economic conditions. We estimate that these posttyphoon “economic deaths” constitute 13% of the overall infant mortality rate in the Philippines. Taken together, these results indicate that economic and human losses due to environmental disaster may be an order of magnitude larger than previously thought and that adaptive decision-making may amplify, rather than dampen, disasters’ social cost.",Working Paper,[],conflict,,https://impactlab.org/wp-content/uploads/2017/09/Destruction2C-Disinvestment2C-and-Death.pdf,"Destruction, Disinvestment, and Death: Economic and Human Losses","Published September 12, 2012",https://impactlab.org/research/destruction-disinvestment-and-death-economic-and-human-losses/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
42,"We develop a method to estimate past, present, and future flood risk for all properties in the conterminous United States whether affected by river, coastal or rainfall flooding. The analysis accounts for variability within environmental factors including changes in sea level rise, hurricane intensity and landfall locations, precipitation patterns, and river discharge. We show that even for a conservative climate change trajectory we can expect locally significant changes in the land area at risk from floods by 2050, and by this time defenses protecting 2,200 km2 of land may be compromised. The complete dataset has been made available via a website (https://floodfactor.com/) created by the First Street Foundation in order to increase public awareness of the threat posed by flooding to safety and livelihoods.",Journal Article,['https://doi.org/10.1029/2020WR028673'],coastal,,https://impactlab.org/wp-content/uploads/2017/09/Destruction2C-Disinvestment2C-and-Death.pdf,"Combined Modeling of US Fluvial, Pluvial, and Coastal Flood Hazard Under Current and Future Climates","Published February 12, 2021",https://impactlab.org/research/combined-modeling-of-us-fluvial-pluvial-and-coastal-flood-hazard-under-current-and-future-climates/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
43,"Despite considerable advances in process understanding, numerical modeling, and the observational record of ice sheet contributions to global mean sea-level rise (SLR) since the Fifth Assessment Report (AR5) of the Intergovernmental Panel on Climate Change, severe limitations remain in the predictive capability of ice sheet models. As a consequence, the potential contributions of ice sheets remain the largest source of uncertainty in projecting future SLR. Here, we report the findings of a structured expert judgement study, using unique techniques for modeling correlations between inter- and intra-ice sheet processes and their tail dependences. We find that since the AR5, expert uncertainty has grown, in particular because of uncertain ice dynamic effects. For a +2 °C temperature scenario consistent with the Paris Agreement, we obtain a median estimate of a 26 cm SLR contribution by 2100, with a 95th percentile value of 81 cm. For a +5 °C temperature scenario more consistent with unchecked emissions growth, the corresponding values are 51 and 178 cm, respectively. Inclusion of thermal expansion and glacier contributions results in a global total SLR estimate that exceeds 2 m at the 95th percentile. Our findings support the use of scenarios of 21st century global total SLR exceeding 2 m for planning purposes. Beyond 2100, uncertainty and projected SLR increase rapidly. The 95th percentile ice sheet contribution by 2200, for the +5 °C scenario, is 7.5 m as a result of instabilities coming into play in both West and East Antarctica. Introducing process correlations and tail dependences increases estimates by roughly 15%.",Journal Article,['https://www.pnas.org/content/116/23/11195'],coastal,,https://impactlab.org/wp-content/uploads/2017/09/Destruction2C-Disinvestment2C-and-Death.pdf,Ice sheet contributions to future sea-level rise from structured expert judgment,"Published May 20, 2019",https://impactlab.org/research/ice-sheet-contributions-to-future-sea-level-rise-from-structured-expert-judgment/,"migration,sitext,table,tables,precipitation,provinces,climate,pnas,forexample,fig"
